x,y,z,color
369,18,0,0
369,19,0,0
369,20,0,0
369,21,0,0
369,22,0,0
369,23,0,0
369,24,0,0
369,25,0,0
369,26,0,0
369,27,0,0
369,28,0,0
369,29,0,0
369,30,0,0
369,31,0,0
369,32,0,0
369,33,0,0
369,34,0,0
369,35,0,0
369,36,0,0
369,37,0,0
369,38,0,0
369,39,0,0
369,40,0,0
369,41,0,0
369,42,0,0
369,43,0,0
369,44,0,0
369,45,0,0
369,46,0,0
369,47,0,0
369,48,0,0
369,49,0,0
369,50,0,0
369,51,0,0
369,52,0,0
369,53,0,0
369,54,0,0
369,55,0,0
369,56,0,0
369,57,0,0
369,58,0,0
369,59,0,0
369,60,0,0
369,61,0,0
369,62,0,0
369,63,0,0
369,64,0,0
369,65,0,0
369,66,0,0
369,67,0,0
369,68,0,0
369,69,0,2
377,0,0,2
377,1,0,0
377,2,0,0
377,3,0,0
377,4,0,0
377,5,0,0
377,6,0,0
377,7,0,0
377,8,0,0
377,9,0,0
377,10,0,0
377,11,0,0
377,12,0,0
377,13,0,0
377,14,0,0
377,15,0,0
377,16,0,0
377,17,0,0
377,18,0,0
377,19,0,0
377,20,0,0
377,21,0,0
377,22,0,0
377,23,0,0
377,24,0,2
395,0,0,2
395,1,0,0
395,2,0,0
395,3,0,0
395,4,0,0
395,5,0,0
395,6,0,0
395,7,0,0
397,0,0,2
397,1,0,0
397,2,0,0
397,3,0,0
397,4,0,0
397,5,0,0
397,6,0,0
397,7,0,0
397,8,0,0
397,9,0,0
397,10,0,0
397,11,0,0
397,12,0,0
397,13,0,0
397,14,0,0
397,15,0,0
397,16,0,0
397,17,0,0
397,18,0,0
397,19,0,0
397,20,0,0
397,21,0,0
397,22,0,0
397,23,0,0
397,24,0,0
397,25,0,0
397,26,0,0
397,27,0,0
397,28,0,0
397,29,0,0
397,30,0,0
397,31,0,0
397,32,0,2
399,0,0,0
399,1,0,0
399,2,0,0
399,3,0,0
399,4,0,0
399,5,0,0
399,6,0,0
399,7,0,0
399,8,0,0
399,9,0,0
399,10,0,0
399,11,0,0
399,12,0,0
399,13,0,0
399,14,0,0
399,15,0,0
399,16,0,0
399,17,0,0
399,18,0,0
399,19,0,0
399,20,0,0
399,21,0,0
399,22,0,0
399,23,0,0
399,24,0,0
399,25,0,0
399,26,0,0
399,27,0,0
399,28,0,0
400,0,0,0
401,0,0,0
401,1,0,0
401,2,0,0
401,3,0,0
401,4,0,0
401,5,0,0
401,6,0,0
401,7,0,0
401,8,0,0
401,9,0,0
401,10,0,0
401,11,0,0
401,12,0,0
401,13,0,0
401,14,0,0
401,15,0,0
401,16,0,0
401,17,0,0
401,18,0,0
401,19,0,0
401,20,0,0
401,21,0,0
401,22,0,0
401,23,0,0
401,24,0,0
401,25,0,0
401,26,0,2
403,0,0,2
404,0,0,0
405,0,0,0
406,0,0,0
407,0,0,0
408,0,0,0
409,0,0,0
410,0,0,0
411,0,0,0
412,0,0,0
413,0,0,0
414,0,0,0
415,0,0,0
416,0,0,0
417,0,0,0
418,0,0,0
419,0,0,0
420,0,0,0
421,0,0,0
422,0,0,0
423,0,0,0
424,0,0,0
425,0,0,0
426,0,0,0
427,0,0,0
428,0,0,0
429,0,0,0
430,0,0,0
431,0,0,0
432,0,0,0
433,0,0,0
434,0,0,0
435,0,0,0
436,0,0,0
437,0,0,0
438,0,0,0
439,0,0,0
440,0,0,0
441,0,0,0
442,0,0,0
442,1,0,0
442,2,0,0
442,3,0,0
442,4,0,0
442,5,0,0
442,6,0,0
442,7,0,0
442,8,0,0
442,9,0,0
442,10,0,0
442,11,0,0
442,12,0,0
442,13,0,0
442,14,0,0
442,15,0,0
442,16,0,0
442,17,0,0
442,18,0,0
442,19,0,0
442,20,0,0
442,21,0,0
442,22,0,0
442,23,0,0
442,24,0,2
444,0,0,2
444,1,0,0
444,2,0,0
444,3,0,0
444,4,0,0
444,5,0,0
444,6,0,0
444,7,0,0
444,8,0,0
444,9,0,0
444,10,0,0
444,11,0,0
444,12,0,0
444,13,0,0
444,14,0,0
444,15,0,0
444,16,0,0
444,17,0,0
444,18,0,0
444,19,0,0
444,20,0,0
444,21,0,0
444,22,0,0
444,23,0,0
444,24,0,0
444,25,0,0
444,26,0,0
444,27,0,0
444,28,0,0
444,29,0,0
444,30,0,0
444,31,0,0
444,32,0,0
444,33,0,0
444,34,0,0
444,35,0,0
444,36,0,0
444,37,0,0
444,38,0,0
444,39,0,2
446,0,0,0
446,1,0,0
446,2,0,0
446,3,0,0
446,4,0,0
446,5,0,0
446,6,0,0
446,7,0,0
446,8,0,0
446,9,0,0
446,10,0,0
446,11,0,0
446,12,0,0
447,0,0,0
448,0,0,0
449,0,0,0
450,0,0,0
451,0,0,0
452,0,0,0
453,0,0,0
454,0,0,0
455,0,0,0
456,0,0,0
457,0,0,0
458,0,0,0
459,0,0,0
460,0,0,0
461,0,0,0
462,0,0,0
463,0,0,0
464,0,0,0
465,0,0,0
466,0,0,0
467,0,0,0
468,0,0,0
469,0,0,0
470,0,0,0
471,0,0,0
472,0,0,0
473,0,0,0
474,0,0,0
475,0,0,0
476,0,0,2
492,0,0,0
492,1,0,0
492,2,0,0
492,3,0,0
492,4,0,0
492,5,0,0
492,6,0,0
492,7,0,0
492,8,0,0
492,9,0,0
492,10,0,0
492,11,0,0
492,12,0,0
492,13,0,0
492,14,0,0
492,15,0,0
492,16,0,0
492,17,0,0
492,18,0,0
492,19,0,0
492,20,0,0
492,21,0,0
492,22,0,0
492,23,0,0
492,24,0,0
492,25,0,0
492,26,0,0
492,27,0,0
492,28,0,0
492,29,0,2
493,0,0,0
494,0,0,0
495,0,0,0
496,0,0,0
497,0,0,0
498,0,0,0
499,0,0,0
500,0,0,0
501,0,0,0
502,0,0,0
503,0,0,0
504,0,0,0
505,0,0,0
506,0,0,0
507,0,0,0
508,0,0,0
509,0,0,0
510,0,0,0
511,0,0,0
512,0,0,0
513,0,0,0
514,0,0,0
515,0,0,0
516,0,0,0
517,0,0,0
518,0,0,0
519,0,0,0
520,0,0,0
521,0,0,0
522,0,0,0
523,0,0,0
524,0,0,0
525,0,0,0
526,0,0,0
527,0,0,0
528,0,0,0
529,0,0,0
530,0,0,0
531,0,0,0
532,0,0,0
533,0,0,0
534,0,0,0
535,0,0,0
536,0,0,0
537,0,0,0
538,0,0,0
539,0,0,0
540,0,0,2
542,0,0,0
542,1,0,0
542,2,0,0
542,3,0,0
542,4,0,0
542,5,0,0
542,6,0,0
542,7,0,0
542,8,0,0
542,9,0,0
542,10,0,2
543,0,0,0
544,0,0,0
545,0,0,0
546,0,0,0
547,0,0,0
548,0,0,0
549,0,0,0
550,0,0,0
551,0,0,0
552,0,0,0
553,0,0,0
554,0,0,0
555,0,0,0
556,0,0,0
557,0,0,0
558,0,0,0
559,0,0,0
560,0,0,0
561,0,0,0
562,0,0,0
563,0,0,0
564,0,0,0
565,0,0,0
566,0,0,0
567,0,0,0
568,0,0,0
569,0,0,0
570,0,0,0
571,0,0,0
572,0,0,0
573,0,0,0
574,0,0,0
575,0,0,0
576,0,0,0
577,0,0,0
578,0,0,0
579,0,0,0
580,0,0,0
581,0,0,0
582,0,0,0
583,0,0,0
584,0,0,0
585,0,0,0
586,0,0,0
587,0,0,0
588,0,0,0
589,0,0,0
590,0,0,0
591,0,0,0
592,0,0,0
593,0,0,0
594,0,0,0
595,0,0,0
596,0,0,0
597,0,0,0
598,0,0,0
599,0,0,0
600,0,0,0
601,0,0,0
602,0,0,0
603,0,0,0
604,0,0,0
605,0,0,0
606,0,0,0
607,0,0,0
608,0,0,0
609,0,0,0
610,0,0,0
611,0,0,0
612,0,0,0
613,0,0,0
614,0,0,0
615,0,0,0
616,0,0,0
617,0,0,0
618,0,0,0
619,0,0,0
620,0,0,0
621,0,0,0
622,0,0,0
623,0,0,0
624,0,0,0
625,0,0,0
626,0,0,0
627,0,0,0
628,0,0,0
629,0,0,0
630,0,0,0
631,0,0,0
632,0,0,0
633,0,0,0
634,0,0,0
635,0,0,0
636,0,0,0
637,0,0,0
638,0,0,0
639,0,0,0
640,0,0,0
641,0,0,0
642,0,0,0
643,0,0,0
644,0,0,0
645,0,0,0
646,0,0,0
647,0,0,0
648,0,0,0
649,0,0,0
650,0,0,0
651,0,0,0
652,0,0,0
653,0,0,0
654,0,0,0
655,0,0,0
656,0,0,0
657,0,0,0
657,1,0,0
657,2,0,0
657,3,0,0
657,4,0,0
657,5,0,0
657,6,0,0
657,7,0,0
657,8,0,0
657,9,0,0
657,10,0,0
657,11,0,0
657,12,0,0
657,13,0,0
657,14,0,0
657,15,0,0
657,16,0,0
657,17,0,0
657,18,0,0
657,19,0,0
657,20,0,0
657,21,0,0
657,22,0,0
657,23,0,0
657,24,0,0
657,25,0,0
657,26,0,0
657,27,0,0
657,28,0,0
657,29,0,0
657,30,0,0
657,31,0,0
657,32,0,0
657,33,0,0
657,34,0,0
657,35,0,0
657,36,0,0
657,37,0,0
657,38,0,0
657,39,0,0
657,40,0,0
659,0,0,0
659,1,0,0
659,2,0,0
659,3,0,0
660,0,0,0
661,0,0,0
662,0,0,0
663,0,0,0
664,0,0,0
665,0,0,0
666,0,0,0
667,0,0,0
668,0,0,0
669,0,0,0
670,0,0,0
671,0,0,0
672,0,0,0
673,0,0,0
674,0,0,0
721,0,0,2
722,0,0,0
723,0,0,0
724,0,0,0
725,0,0,0
726,0,0,0
727,0,0,0
728,0,0,0
729,0,0,0
730,0,0,0
731,0,0,2
733,0,0,0
734,0,0,0
735,0,0,0
736,0,0,0
737,0,0,0
738,0,0,0
739,0,0,0
740,0,0,0
741,0,0,0
742,0,0,0
743,0,0,0
744,0,0,0
745,0,0,0
746,0,0,0
747,0,0,0
748,0,0,0
749,0,0,0
750,0,0,0
751,0,0,0
752,0,0,0
753,0,0,2
755,0,0,2
756,0,0,0
757,0,0,0
758,0,0,0
759,0,0,0
760,0,0,0
761,0,0,0
762,0,0,0
763,0,0,0
764,0,0,0
765,0,0,0
766,0,0,0
767,0,0,0
768,0,0,0
769,0,0,0
770,0,0,0
771,0,0,0
772,0,0,0
773,0,0,0
774,0,0,0
775,0,0,0
776,0,0,0
777,0,0,0
778,0,0,0
779,0,0,0
780,0,0,0
781,0,0,2
842,0,0,2
842,1,0,0
842,2,0,0
842,3,0,0
842,4,0,0
842,5,0,0
842,6,0,0
844,0,0,2
844,1,0,0
844,2,0,0
844,3,0,0
844,4,0,0
844,5,0,0
844,6,0,0
844,7,0,0
844,8,0,0
844,9,0,0
844,10,0,0
844,11,0,0
844,12,0,0
844,13,0,0
844,14,0,0
844,15,0,0
844,16,0,0
844,17,0,0
844,18,0,0
844,19,0,0
844,20,0,0
844,21,0,0
844,22,0,0
844,23,0,0
844,24,0,0
844,25,0,0
844,26,0,0
844,27,0,0
844,28,0,0
844,29,0,0
844,30,0,0
844,31,0,0
844,32,0,0
844,33,0,0
844,34,0,0
844,35,0,0
844,36,0,0
844,37,0,0
844,38,0,0
844,39,0,2
846,0,0,0
846,1,0,0
846,2,0,0
846,3,0,0
846,4,0,0
846,5,0,0
846,6,0,0
846,7,0,0
846,8,0,0
846,9,0,0
846,10,0,0
846,11,0,0
846,12,0,0
846,13,0,0
846,14,0,0
846,15,0,0
846,16,0,0
846,17,0,0
846,18,0,0
846,19,0,0
846,20,0,0
846,21,0,0
846,22,0,0
846,23,0,0
846,24,0,0
846,25,0,0
846,26,0,0
846,27,0,0
846,28,0,0
846,29,0,0
846,30,0,0
846,31,0,0
846,32,0,0
846,33,0,0
846,34,0,0
846,35,0,0
846,36,0,0
846,37,0,0
846,38,0,0
846,39,0,0
846,40,0,0
846,41,0,0
846,42,0,0
846,43,0,0
846,44,0,0
846,45,0,0
846,46,0,0
846,47,0,0
846,48,0,0
846,49,0,0
846,50,0,0
846,51,0,0
846,52,0,0
846,53,0,0
846,54,0,0
846,55,0,0
846,56,0,0
846,57,0,0
846,58,0,0
846,59,0,0
846,60,0,0
846,61,0,0
846,62,0,0
846,63,0,0
846,64,0,0
846,65,0,0
846,66,0,0
846,67,0,0
846,68,0,0
846,69,0,0
846,70,0,0
846,71,0,0
846,72,0,0
846,73,0,0
846,74,0,0
846,75,0,0
846,76,0,0
846,77,0,0
846,78,0,0
846,79,0,0
846,80,0,0
846,81,0,0
846,82,0,0
846,83,0,0
846,84,0,0
846,85,0,0
846,86,0,0
846,87,0,0
846,88,0,0
846,89,0,0
846,90,0,0
846,91,0,0
846,92,0,0
846,93,0,0
846,94,0,0
846,95,0,0
846,96,0,0
846,97,0,0
846,98,0,0
846,99,0,0
846,100,0,0
846,101,0,0
846,102,0,0
846,103,0,0
846,104,0,0
846,105,0,0
846,106,0,0
846,107,0,0
846,108,0,0
846,109,0,0
846,110,0,0
846,111,0,0
846,112,0,0
846,113,0,0
846,114,0,0
846,115,0,0
846,116,0,0
846,117,0,0
846,118,0,0
846,119,0,0
846,120,0,0
846,121,0,0
846,122,0,0
846,123,0,0
846,124,0,0
846,125,0,0
846,126,0,0
846,127,0,0
846,128,0,0
846,129,0,0
846,130,0,0
846,131,0,0
846,132,0,0
846,133,0,2
847,0,0,0
848,0,0,0
849,0,0,0
850,0,0,0
851,0,0,0
852,0,0,0
853,0,0,0
854,0,0,0
855,0,0,0
856,0,0,0
857,0,0,0
858,0,0,0
859,0,0,0
860,0,0,0
861,0,0,0
862,0,0,0
863,0,0,0
864,0,0,0
865,0,0,0
866,0,0,0
867,0,0,0
868,0,0,0
869,0,0,0
870,0,0,0
871,0,0,0
872,0,0,0
873,0,0,0
874,0,0,0
875,0,0,0
876,0,0,0
877,0,0,0
878,0,0,0
879,0,0,0
880,0,0,0
881,0,0,0
882,0,0,0
883,0,0,0
884,0,0,0
885,0,0,0
886,0,0,0
887,0,0,0
888,0,0,0
889,0,0,0
890,0,0,0
891,0,0,0
892,0,0,0
893,0,0,0
894,0,0,0
895,0,0,0
896,0,0,0
897,0,0,0
898,0,0,0
899,0,0,0
900,0,0,0
901,0,0,0
902,0,0,0
903,0,0,0
904,0,0,0
905,0,0,0
906,0,0,0
907,0,0,0
908,0,0,0
909,0,0,0
910,0,0,0
911,0,0,0
912,0,0,0
913,0,0,0
914,0,0,0
915,0,0,0
916,0,0,0
917,0,0,0
918,0,0,0
919,0,0,0
920,0,0,0
921,0,0,0
922,0,0,0
923,0,0,0
924,0,0,0
925,0,0,0
926,0,0,0
927,0,0,0
928,0,0,0
929,0,0,0
930,0,0,0
931,0,0,0
932,0,0,0
933,0,0,0
934,0,0,0
935,0,0,0
936,0,0,0
936,1,0,0
936,2,0,0
936,3,0,0
936,4,0,0
936,5,0,0
936,6,0,0
936,7,0,0
936,8,0,0
936,9,0,0
936,10,0,0
936,11,0,0
936,12,0,0
936,13,0,0
936,14,0,0
936,15,0,0
936,16,0,0
936,17,0,0
936,18,0,0
936,19,0,0
936,20,0,0
936,21,0,0
936,22,0,0
936,23,0,0
936,24,0,0
936,25,0,0
936,26,0,0
936,27,0,0
936,28,0,0
936,29,0,0
936,30,0,0
936,31,0,0
936,32,0,0
936,33,0,0
936,34,0,0
936,35,0,0
936,36,0,0
936,37,0,0
936,38,0,0
936,39,0,0
936,40,0,2
938,0,0,0
938,1,0,0
938,2,0,0
938,3,0,0
938,4,0,0
938,5,0,0
938,6,0,2
939,0,0,0
940,0,0,0
941,0,0,0
942,0,0,0
943,0,0,0
944,0,0,0
945,0,0,0
946,0,0,0
947,0,0,0
948,0,0,0
949,0,0,0
950,0,0,0
951,0,0,0
952,0,0,0
953,0,0,0
954,0,0,0
955,0,0,0
956,0,0,0
957,0,0,0
958,0,0,0
959,0,0,0
960,0,0,0
961,0,0,0
962,0,0,0
963,0,0,0
964,0,0,0
965,0,0,0
966,0,0,0
967,0,0,0
968,0,0,0
969,0,0,0
970,0,0,0
971,0,0,0
972,0,0,0
973,0,0,0
974,0,0,0
975,0,0,0
976,0,0,0
977,0,0,0
978,0,0,0
979,0,0,0
980,0,0,0
981,0,0,0
982,0,0,0
983,0,0,0
984,0,0,0
985,0,0,0
986,0,0,0
987,0,0,0
988,0,0,0
989,0,0,0
990,0,0,0
991,0,0,0
992,0,0,0
993,0,0,0
994,0,0,0
995,0,0,0
996,0,0,0
997,0,0,0
998,0,0,0
999,0,0,0
1000,0,0,0
1001,0,0,0
1002,0,0,0
1003,0,0,0
1004,0,0,0
1005,0,0,0
1006,0,0,0
1007,0,0,0
1008,0,0,2
1010,0,0,2
1011,0,0,0
1012,0,0,0
1013,0,0,0
1014,0,0,0
1015,0,0,0
1016,0,0,0
1017,0,0,0
1018,0,0,0
1019,0,0,0
1020,0,0,0
1021,0,0,0
1022,0,0,0
1023,0,0,0
1024,0,0,0
1025,0,0,0
1026,0,0,0
1027,0,0,0
1028,0,0,0
1029,0,0,0
1030,0,0,0
1031,0,0,0
1032,0,0,0
1033,0,0,0
1034,0,0,0
1035,0,0,0
1036,0,0,0
1037,0,0,0
1038,0,0,0
1039,0,0,0
1040,0,0,0
1041,0,0,0
1042,0,0,0
1043,0,0,0
1044,0,0,0
1045,0,0,0
1046,0,0,0
1047,0,0,0
1048,0,0,0
1049,0,0,0
1050,0,0,0
1051,0,0,0
1052,0,0,0
1053,0,0,0
1054,0,0,0
1055,0,0,0
1056,0,0,0
1057,0,0,0
1058,0,0,0
1059,0,0,0
1060,0,0,0
1061,0,0,0
1062,0,0,0
1063,0,0,0
1064,0,0,0
1065,0,0,0
1066,0,0,0
1067,0,0,0
1068,0,0,0
1069,0,0,0
1070,0,0,0
1071,0,0,0
1072,0,0,0
1073,0,0,0
1074,0,0,0
1075,0,0,0
1076,0,0,0
1077,0,0,0
1078,0,0,0
1079,0,0,0
1080,0,0,0
1081,0,0,0
1082,0,0,0
1083,0,0,0
1084,0,0,0
1085,0,0,0
1086,0,0,0
1087,0,0,0
1088,0,0,0
1089,0,0,0
1090,0,0,0
1091,0,0,0
1092,0,0,0
1093,0,0,2
1164,0,0,0
1164,1,0,0
1164,2,0,0
1164,3,0,0
1164,4,0,0
1164,5,0,0
1165,0,0,0
1166,0,0,0
1167,0,0,0
1168,0,0,0
1169,0,0,0
1170,0,0,0
1171,0,0,0
1172,0,0,0
1173,0,0,0
1174,0,0,0
1175,0,0,0
1176,0,0,0
1177,0,0,0
1178,0,0,0
1179,0,0,0
1180,0,0,0
1181,0,0,0
1182,0,0,0
1183,0,0,0
1184,0,0,0
1185,0,0,0
1186,0,0,0
1187,0,0,0
1188,0,0,2
1190,0,0,2
1190,1,0,0
1190,2,0,0
1190,3,0,0
1190,4,0,0
1190,5,0,0
1190,6,0,0
1190,7,0,0
1190,8,0,0
1190,9,0,0
1190,10,0,0
1190,11,0,0
1190,12,0,0
1190,13,0,0
1190,14,0,0
1190,15,0,0
1190,16,0,0
1190,17,0,0
1190,18,0,0
1190,19,0,0
1190,20,0,0
1190,21,0,0
1190,22,0,0
1190,23,0,0
1190,24,0,0
1190,25,0,0
1190,26,0,0
1190,27,0,0
1190,28,0,0
1190,29,0,0
1190,30,0,0
1190,31,0,0
1190,32,0,0
1190,33,0,0
1190,34,0,0
1190,35,0,0
1190,36,0,0
1190,37,0,0
1190,38,0,0
1190,39,0,0
1190,40,0,0
1190,41,0,0
1190,42,0,0
1190,43,0,0
1190,44,0,0
1190,45,0,0
1190,46,0,0
1190,47,0,0
1190,48,0,0
1190,49,0,0
1190,50,0,0
1190,51,0,0
1190,52,0,0
1190,53,0,0
1190,54,0,0
1190,55,0,0
1190,56,0,0
1190,57,0,0
1190,58,0,0
1190,59,0,0
1190,60,0,0
1190,61,0,0
1190,62,0,0
1190,63,0,0
1190,64,0,0
1190,65,0,0
1190,66,0,0
1190,67,0,0
1190,68,0,0
1190,69,0,0
1190,70,0,0
1190,71,0,0
1190,72,0,0
1190,73,0,0
1190,74,0,0
1190,75,0,0
1190,76,0,0
1190,77,0,0
1190,78,0,0
1190,79,0,0
1190,80,0,0
1190,81,0,0
1190,82,0,0
1190,83,0,0
1190,84,0,0
1190,85,0,0
1190,86,0,0
1190,87,0,0
1190,88,0,0
1190,89,0,0
1190,90,0,0
1190,91,0,0
1190,92,0,0
1190,93,0,0
1190,94,0,0
1190,95,0,0
1190,96,0,0
1190,97,0,0
1190,98,0,0
1190,99,0,0
1190,100,0,0
1190,101,0,0
1190,102,0,0
1190,103,0,0
1190,104,0,0
1190,105,0,0
1190,106,0,0
1190,107,0,0
1190,108,0,0
1190,109,0,0
1190,110,0,0
1190,111,0,0
1190,112,0,0
1190,113,0,0
1190,114,0,0
1190,115,0,0
1190,116,0,0
1190,117,0,0
1190,118,0,0
1190,119,0,0
1190,120,0,0
1190,121,0,0
1190,122,0,0
1190,123,0,0
1190,124,0,0
1190,125,0,0
1190,126,0,0
1190,127,0,0
1190,128,0,0
1190,129,0,0
1190,130,0,0
1190,131,0,0
1190,132,0,0
1190,133,0,0
1190,134,0,0
1190,135,0,0
1190,136,0,0
1190,137,0,0
1190,138,0,0
1190,139,0,0
1190,140,0,0
1190,141,0,0
1190,142,0,0
1190,143,0,0
1190,144,0,0
1190,145,0,0
1190,146,0,0
1190,147,0,0
1190,148,0,2
1192,0,0,0
1192,1,0,0
1192,2,0,0
1192,3,0,0
1192,4,0,0
1192,5,0,0
1192,6,0,0
1192,7,0,0
1192,8,0,0
1192,9,0,0
1193,0,0,0
1194,0,0,0
1195,0,0,0
1196,0,0,0
1197,0,0,0
1198,0,0,0
1199,0,0,0
1200,0,0,0
1201,0,0,0
1202,0,0,0
1203,0,0,0
1204,0,0,0
1205,0,0,0
1206,0,0,0
1207,0,0,0
1208,0,0,0
1209,0,0,0
1210,0,0,0
1211,0,0,0
1212,0,0,0
1213,0,0,0
1214,0,0,0
1215,0,0,0
1216,0,0,0
1217,0,0,0
1218,0,0,0
1219,0,0,0
1220,0,0,0
1221,0,0,0
1222,0,0,0
1223,0,0,0
1224,0,0,0
1225,0,0,0
1226,0,0,0
1227,0,0,0
1227,1,0,0
1227,2,0,0
1227,3,0,0
1227,4,0,0
1227,5,0,0
1227,6,0,0
1227,7,0,0
1227,8,0,0
1227,9,0,0
1227,10,0,0
1227,11,0,0
1227,12,0,0
1227,13,0,0
1227,14,0,0
1227,15,0,0
1227,16,0,0
1227,17,0,0
1227,18,0,0
1227,19,0,0
1227,20,0,0
1227,21,0,0
1227,22,0,0
1227,23,0,0
1227,24,0,0
1227,25,0,0
1227,26,0,0
1227,27,0,0
1227,28,0,0
1227,29,0,0
1227,30,0,0
1229,0,0,0
1229,1,0,0
1229,2,0,0
1229,3,0,0
1229,4,0,0
1229,5,0,0
1229,6,0,0
1229,7,0,0
1229,8,0,0
1229,9,0,0
1229,10,0,0
1229,11,0,0
1229,12,0,0
1229,13,0,0
1229,14,0,0
1229,15,0,0
1229,16,0,0
1229,17,0,0
1229,18,0,0
1229,19,0,0
1229,20,0,0
1229,21,0,0
1229,22,0,0
1229,23,0,0
1229,24,0,0
1229,25,0,0
1229,26,0,0
1229,27,0,0
1229,28,0,2
1230,0,0,0
1231,0,0,0
1232,0,0,0
1233,0,0,0
1234,0,0,0
1235,0,0,0
1236,0,0,0
1237,0,0,0
1238,0,0,0
1239,0,0,0
1240,0,0,0
1241,0,0,0
1242,0,0,0
1243,0,0,0
1244,0,0,0
1245,0,0,0
1246,0,0,0
1246,1,0,0
1246,2,0,0
1246,3,0,0
1246,4,0,0
1246,5,0,0
1246,6,0,0
1246,7,0,0
1261,0,0,0
1261,1,0,0
1261,2,0,0
1261,3,0,0
1261,4,0,0
1261,5,0,0
1261,6,0,0
1261,7,0,0
1261,8,0,0
1261,9,0,0
1261,10,0,0
1261,11,0,0
1261,12,0,0
1261,13,0,0
1261,14,0,0
1261,15,0,0
1261,16,0,0
1261,17,0,0
1261,18,0,0
1261,19,0,0
1261,20,0,0
1261,21,0,0
1261,22,0,0
1261,23,0,0
1261,24,0,0
1261,25,0,0
1261,26,0,0
1261,27,0,0
1261,28,0,0
1261,29,0,0
1261,30,0,0
1261,31,0,0
1261,32,0,0
1261,33,0,0
1262,0,0,0
1263,0,0,0
1264,0,0,0
1265,0,0,0
1266,0,0,0
1267,0,0,0
1268,0,0,0
1269,0,0,0
1270,0,0,0
1271,0,0,0
1272,0,0,0
1273,0,0,0
1274,0,0,0
1275,0,0,0
